Coronel Murta - 2020-10-05 - 10.85187
Araponga - 2020-10-05 - 11.83012
São José do Jacuri - 2020-10-05 - 15.54968
Novo Horizonte - 2020-10-05 - 15.97189
Aricanduva - 2020-10-05 - 18.97893
Ibertioga - 2020-10-05 - 19.96008
Ipupiara - 2020-10-05 - 20.1796
Leme do Prado - 2020-10-05 - 20.3252
Paulistas - 2020-10-05 - 20.78138
Caturama - 2020-10-05 - 21.46844
