Ipupiara - 2020-10-05 - 0.5
Ponte Branca - 2020-08-10 - 0.5
Casa Grande - 2020-10-05 - 0.5
Senador Modestino Gonçalves - 2020-10-05 - 0.5
Riacho Frio - 2020-10-06 - 0.5
Cajapió - 2020-10-05 - 0.4
Itacuruba - 2020-10-06 - 0.4
São Vicente do Sul - 2020-10-07 - 0.4
Materlândia - 2020-10-05 - 0.3333
Novorizonte - 2020-10-05 - 0.3333
