Anamã - 2020-10-07 - 0.0013
Formosa da Serra Negra - 2020-10-05 - 0.0013
Fortuna - 2020-10-05 - 0.0014
Passagem Franca - 2020-10-05 - 0.0015
Buriti - 2020-10-05 - 0.0016
Buriticupu - 2020-10-05 - 0.0016
João Pinheiro - 2020-10-05 - 0.0016
Massaranduba - 2020-10-06 - 0.0016
Buriti Bravo - 2020-10-05 - 0.0017
Marechal Thaumaturgo - 2020-10-07 - 0.0018
