Japurá - 2020-10-07 - 19946.69
Jacareacanga - 2020-10-07 - 18063.24
Vitória do Jari - 2020-10-07 - 17312.662
Pedra Branca do Amapari - 2020-10-07 - 15696.959
Nova Araçá - 2020-10-07 - 12494.819
Acarape - 2020-10-05 - 12476.723
Parauapebas - 2020-10-07 - 12317.863
Serra do Navio - 2020-10-07 - 12263.119
Baixa Grande do Ribeiro - 2020-10-06 - 10907.377
Frecheirinha - 2020-10-05 - 10676.383
